transaction_id,date,category,product,revenue,cogs,region
TXN-00391,2023-10-15,Consulting,Product A,2987.63,45.88,APAC
TXN-00392,2023-08-03,Hardware,Product A,130.41,213.64,APAC
TXN-00393,2023-12-08,Electronics,Product B,3657.45,826.89,APAC
TXN-00394,2023-02-20,Electronics,Product A,1651.48,1867.05,North America
TXN-00395,2023-06-02,Hardware,Product C,3342.03,1278.43,EMEA
TXN-00396,2023-07-05,Software,Product B,2805.06,1605.63,North America
TXN-00397,2023-03-04,Hardware,Product C,1746.52,938.09,EMEA
TXN-00398,2023-07-09,Electronics,Product B,716.15,729.72,EMEA
TXN-00399,2023-05-05,Hardware,Product A,517.37,225.72,EMEA
TXN-00400,2023-05-30,Consulting,Product B,,1753.11,
TXN-00401,2023-11-10,Hardware,Product B,4596.07,1568.49,North America
TXN-00402,2023-02-27,Electronics,Product A,3266.45,344.56,North America
TXN-00403,2023-12-08,Hardware,Product A,562.0,1029.4,EMEA
TXN-00404,2023-11-01,Software,Product C,2040.03,979.88,North America
TXN-00405,2023-06-29,Hardware,Product C,3658.25,1253.93,APAC
TXN-00406,2023-06-19,Software,Product A,3910.11,1892.91,North America
TXN-00407,2023-11-22,Consulting,Product A,635.18,1163.75,EMEA
TXN-00408,2023-09-28,Software,Product A,50.15,1085.03,APAC
TXN-00409,2023-02-23,Hardware,Product B,3575.08,110.14,APAC
TXN-00410,2023-04-11,Electronics,Product B,1815.15,135.19,EMEA
TXN-00411,2023-09-21,Software,Product B,1309.68,382.82,North America
TXN-00412,2023-02-22,Consulting,Product A,113.84,74.62,EMEA
TXN-00413,2023-03-01,Software,Product C,2724.48,1489.27,North America
TXN-00414,2023-04-18,Software,Product A,4263.2,1449.43,North America
TXN-00415,2023-01-05,Software,Product B,4790.28,280.75,APAC
TXN-00416,2023-04-13,Consulting,Product B,2850.44,1673.8,EMEA
TXN-00417,2023-07-15,Hardware,Product A,2596.58,318.02,APAC
TXN-00418,2023-09-19,Software,Product A,471.03,609.34,EMEA
TXN-00419,2023-12-31,Software,Product B,2766.92,505.46,EMEA
TXN-00420,2023-12-16,Electronics,Product B,1930.9,750.89,APAC
TXN-00421,2023-02-16,Consulting,Product B,3055.32,516.78,EMEA
TXN-00422,2023-12-21,Software,Product A,1974.2,983.01,EMEA
TXN-00423,2023-11-07,Consulting,Product B,1239.48,820.74,North America
TXN-00424,2023-11-04,Software,Product B,520.08,1973.27,EMEA
TXN-00425,2023-05-24,Hardware,Product C,1608.85,121.29,EMEA
TXN-00426,2023-09-26,Hardware,Product A,528.39,292.94,APAC
TXN-00427,2023-05-04,Software,Product C,925.64,115.12,APAC
TXN-00428,2023-04-16,Hardware,Product C,4937.31,1255.42,EMEA
TXN-00429,2023-06-07,Software,Product B,2248.31,118.47,North America
TXN-00430,2023-05-27,Hardware,Product A,2682.77,1674.52,North America
TXN-00431,2023-05-25,Electronics,Product B,4374.41,1028.76,APAC
TXN-00432,2023-04-30,Electronics,Product A,4978.07,1058.75,EMEA
TXN-00433,2023-11-15,Electronics,Product C,2934.44,1127.57,EMEA
TXN-00434,2023-10-02,Consulting,Product A,4071.75,349.92,North America
TXN-00435,2023-04-02,Consulting,Product B,1668.36,403.4,North America
TXN-00436,2023-02-27,Electronics,Product B,1563.43,644.45,North America
TXN-00437,2023-12-12,Consulting,Product B,2043.38,1191.06,APAC
TXN-00438,2023-08-17,Hardware,Product A,3378.91,428.13,EMEA
TXN-00439,2023-04-27,Software,Product C,3426.85,241.5,APAC
TXN-00440,2023-11-14,Software,Product C,1610.44,1940.53,EMEA
TXN-00441,2023-10-06,Software,Product A,709.39,53.74,APAC
TXN-00442,2023-05-07,Electronics,Product B,3180.36,1607.37,EMEA
TXN-00443,2023-05-09,Consulting,Product C,685.21,1578.19,North America
TXN-00444,2023-02-27,Hardware,Product B,2913.54,601.46,North America
TXN-00445,2023-05-02,Hardware,Product A,3482.44,279.9,North America
TXN-00446,2023-01-01,Electronics,Product B,3518.03,299.8,APAC
TXN-00447,2023-08-27,Hardware,Product C,3779.69,1397.89,North America
TXN-00448,2023-10-17,Hardware,Product C,4370.65,1289.19,EMEA
TXN-00449,2023-04-06,Hardware,Product B,2524.8,1567.66,APAC
TXN-00450,2023-05-06,Hardware,Product A,,1875.59,EMEA
TXN-00451,2023-04-28,Consulting,Product B,3114.91,1386.94,APAC
TXN-00452,2023-02-17,Hardware,Product A,973.87,320.14,EMEA
TXN-00453,2023-03-30,Software,Product B,177.16,494.45,EMEA
TXN-00454,2023-08-25,Electronics,Product C,1458.48,1685.97,APAC
TXN-00455,2023-09-29,Consulting,Product A,2243.02,426.52,APAC
TXN-00456,2023-07-08,Hardware,Product A,3104.67,154.32,North America
TXN-00457,2023-07-11,Consulting,Product A,4257.3,1409.53,North America
TXN-00458,2023-03-10,Hardware,Product C,1021.42,811.03,EMEA
TXN-00459,2023-10-05,Software,Product B,671.47,1840.88,EMEA
TXN-00460,2023-12-15,Electronics,Product C,4819.23,1304.01,EMEA
TXN-00461,2023-09-04,Hardware,Product A,584.82,189.93,APAC
TXN-00462,2023-03-17,Hardware,Product B,2418.53,1896.23,APAC
TXN-00463,2023-06-03,Hardware,Product C,2948.54,524.53,North America
TXN-00464,2023-05-24,Hardware,Product A,2729.8,681.05,EMEA
TXN-00465,2023-03-27,Electronics,Product A,475.86,810.5,North America
TXN-00466,2023-07-04,Electronics,Product C,332.28,111.94,APAC
TXN-00467,2023-10-12,Software,Product C,572.14,998.07,APAC
TXN-00468,2023-08-08,Electronics,Product C,2948.66,255.4,APAC
TXN-00469,2023-03-10,Hardware,Product A,2744.51,807.93,North America
TXN-00470,2023-02-16,Software,Product C,1207.02,707.91,APAC
TXN-00471,2023-04-04,Software,Product A,3206.98,1547.95,EMEA
TXN-00472,2023-08-26,Software,Product C,4109.33,1608.31,North America
TXN-00473,2023-07-23,Hardware,Product A,255.82,315.29,APAC
TXN-00474,2023-08-06,Consulting,Product A,2515.74,739.44,North America
TXN-00475,2023-12-07,Hardware,Product B,3462.09,752.97,North America
TXN-00476,2023-02-08,Electronics,Product C,1298.94,311.31,APAC
TXN-00477,2023-04-10,Electronics,Product C,1573.47,1598.92,APAC
TXN-00478,2023-10-16,Hardware,Product A,3087.51,1417.38,North America
TXN-00479,2023-09-11,Hardware,Product A,4494.78,388.86,North America
TXN-00480,2023-08-10,Software,Product A,4059.13,739.78,APAC
TXN-00481,2023-12-23,Hardware,Product B,2936.49,220.55,EMEA
TXN-00482,2023-01-23,Software,Product B,3664.6,1260.13,North America
TXN-00483,2023-09-07,Electronics,Product A,1855.87,251.53,North America
TXN-00484,2023-01-10,Software,Product C,3222.78,1972.01,EMEA
TXN-00485,2023-09-03,Hardware,Product C,2357.6,1563.56,APAC
TXN-00486,2023-11-21,Electronics,Product B,990.18,786.57,APAC
TXN-00487,2023-04-10,Consulting,Product B,3523.6,1161.34,EMEA
TXN-00488,2023-10-17,Software,Product A,2804.5,1823.57,APAC
TXN-00489,2023-06-29,Electronics,Product C,1825.18,1112.66,APAC
TXN-00490,2023-08-11,Software,Product A,4561.13,357.25,North America
TXN-00491,2023-09-07,Electronics,Product B,153.62,763.62,North America
TXN-00492,2023-05-27,Electronics,Product C,1613.08,1687.86,North America
TXN-00493,2023-04-06,Software,Product C,331.56,1291.98,EMEA
TXN-00494,2023-09-14,Consulting,Product B,3844.31,1304.94,APAC
TXN-00495,2023-11-21,Electronics,Product A,3525.43,1734.97,APAC
TXN-00496,2023-01-04,Electronics,Product A,1690.19,1789.01,North America
TXN-00497,2023-01-16,Electronics,Product C,3394.53,1840.39,North America
TXN-00498,2023-10-07,Consulting,Product B,2009.89,198.75,EMEA
TXN-00499,2023-12-02,Consulting,Product C,3793.46,1092.81,APAC
TXN-00500,2023-09-04,Hardware,Product B,,1483.61,
TXN-00501,2023-09-15,Software,Product A,2090.78,1516.28,APAC
TXN-00502,2023-06-09,Consulting,Product B,4676.91,1217.37,EMEA
TXN-00503,2023-12-06,Software,Product A,1291.85,341.91,North America
TXN-00504,2023-06-01,Hardware,Product B,646.21,1596.87,EMEA
TXN-00505,2023-06-27,Software,Product C,2943.49,1443.02,EMEA
TXN-00506,2023-06-12,Consulting,Product A,4848.14,181.41,North America
TXN-00507,2023-02-02,Software,Product C,1920.3,932.98,APAC
TXN-00508,2023-06-28,Consulting,Product C,357.08,356.22,APAC
TXN-00509,2023-04-11,Software,Product A,1729.56,681.58,North America
TXN-00510,2023-09-25,Consulting,Product A,2554.36,45.98,EMEA
TXN-00511,2023-11-19,Consulting,Product C,851.52,806.66,EMEA
TXN-00512,2023-03-06,Software,Product C,3307.61,1104.26,EMEA
TXN-00513,2023-06-17,Hardware,Product C,4988.86,1242.97,APAC
TXN-00514,2023-11-26,Electronics,Product C,2286.11,1330.35,EMEA
TXN-00515,2023-02-12,Hardware,Product A,1805.91,1674.22,APAC
TXN-00516,2023-02-13,Software,Product A,2033.49,438.77,EMEA
TXN-00517,2023-10-12,Hardware,Product C,619.97,249.76,North America
TXN-00518,2023-01-12,Consulting,Product B,4422.2,1704.56,North America
TXN-00519,2023-04-05,Electronics,Product B,2103.39,321.66,APAC
TXN-00520,2023-10-29,Software,Product A,1967.01,1949.77,APAC
TXN-00521,2023-09-10,Software,Product C,3315.47,1686.65,North America
TXN-00522,2023-08-30,Software,Product C,2238.07,1006.74,North America
TXN-00523,2023-02-04,Electronics,Product A,3258.76,1963.03,EMEA
TXN-00524,2023-08-03,Consulting,Product B,354.16,203.78,North America
TXN-00525,2023-12-03,Software,Product B,4077.93,613.1,APAC
TXN-00526,2023-03-31,Hardware,Product B,4705.49,1280.07,North America
TXN-00527,2023-09-21,Software,Product A,3261.39,706.51,APAC
TXN-00528,2023-04-03,Software,Product B,4775.1,1857.46,APAC
TXN-00529,2023-03-31,Software,Product A,799.59,140.6,EMEA
TXN-00530,2023-04-25,Software,Product A,2413.21,1103.33,EMEA
TXN-00531,2023-04-15,Consulting,Product C,3028.94,1185.82,EMEA
TXN-00532,2023-07-15,Hardware,Product B,2929.6,1308.93,EMEA
TXN-00533,2023-11-10,Consulting,Product A,2037.24,518.78,North America
TXN-00534,2023-04-24,Hardware,Product B,1723.52,735.49,EMEA
TXN-00535,2023-03-16,Software,Product B,677.78,1688.92,North America
TXN-00536,2023-08-05,Electronics,Product C,1989.13,397.94,EMEA
TXN-00537,2023-10-04,Consulting,Product B,855.17,1655.47,EMEA
TXN-00538,2023-09-06,Electronics,Product C,3685.11,1129.68,APAC
TXN-00539,2023-06-13,Consulting,Product A,1083.71,1526.75,North America
TXN-00540,2023-12-23,Software,Product B,339.9,1430.08,APAC
TXN-00541,2023-07-11,Consulting,Product A,2784.21,422.95,EMEA
TXN-00542,2023-08-15,Software,Product B,2996.39,1141.94,North America
TXN-00543,2023-06-26,Consulting,Product A,4365.97,1736.77,EMEA
TXN-00544,2023-04-09,Software,Product B,2906.06,869.91,APAC
TXN-00545,2023-02-05,Software,Product B,1760.13,1933.52,North America
TXN-00546,2023-04-06,Hardware,Product B,4024.91,909.91,APAC
TXN-00547,2023-06-01,Software,Product B,2724.38,294.14,EMEA
TXN-00548,2023-05-31,Hardware,Product B,442.44,784.98,EMEA
TXN-00549,2023-07-09,Software,Product B,2850.96,1903.89,EMEA
TXN-00550,2023-08-12,Electronics,Product B,,646.24,North America
TXN-00551,2023-02-06,Software,Product B,2011.75,1737.52,APAC
TXN-00552,2023-09-25,Electronics,Product B,1516.81,1763.69,APAC
TXN-00553,2023-07-02,Electronics,Product A,760.17,706.87,EMEA
TXN-00554,2023-01-13,Software,Product C,799.66,175.68,APAC
TXN-00555,2023-10-06,Electronics,Product B,2192.22,1451.87,North America
TXN-00556,2023-08-05,Hardware,Product C,2998.62,629.91,EMEA
TXN-00557,2023-12-21,Consulting,Product B,449.05,1568.02,EMEA
TXN-00558,2023-12-27,Software,Product B,4700.86,890.88,EMEA
TXN-00559,2023-10-13,Electronics,Product A,3787.91,975.68,North America
TXN-00560,2023-09-30,Software,Product A,2953.79,1558.04,EMEA
TXN-00561,2023-03-03,Hardware,Product C,4150.77,770.9,EMEA
TXN-00562,2023-03-25,Software,Product A,446.92,891.82,EMEA
TXN-00563,2023-08-05,Software,Product A,2410.35,758.62,EMEA
TXN-00564,2023-12-08,Electronics,Product C,3168.96,741.01,APAC
TXN-00565,2023-07-06,Hardware,Product A,4151.83,1056.63,EMEA
TXN-00566,2023-01-19,Consulting,Product B,3928.17,1619.51,North America
TXN-00567,2023-06-26,Consulting,Product C,1421.49,729.92,EMEA
TXN-00568,2023-04-10,Electronics,Product C,4707.36,1053.27,EMEA
TXN-00569,2023-08-21,Software,Product B,665.51,1344.75,APAC
TXN-00570,2023-03-17,Electronics,Product A,4381.91,546.18,EMEA
TXN-00571,2023-09-22,Electronics,Product C,4856.15,562.27,APAC
TXN-00572,2023-10-11,Electronics,Product C,926.91,1867.49,North America
TXN-00573,2023-07-25,Software,Product B,3624.23,1449.83,APAC
TXN-00574,2023-08-11,Hardware,Product B,249.41,1158.6,EMEA
TXN-00575,2023-02-21,Electronics,Product A,2056.84,1298.96,North America
TXN-00576,2023-12-05,Software,Product C,2605.6,68.31,EMEA
TXN-00577,2023-05-24,Hardware,Product A,2924.19,1240.02,APAC
TXN-00578,2023-03-10,Electronics,Product A,4682.89,1023.92,North America
TXN-00579,2023-04-09,Consulting,Product B,3377.64,1096.04,North America
TXN-00580,2023-01-25,Hardware,Product C,2432.33,725.25,APAC
TXN-00581,2023-02-22,Electronics,Product C,4057.89,172.13,APAC
TXN-00582,2023-05-31,Hardware,Product C,4755.14,394.75,North America
TXN-00583,2023-05-24,Hardware,Product B,159.23,1901.98,North America
TXN-00584,2023-02-26,Hardware,Product B,4913.48,823.31,APAC
TXN-00585,2023-02-08,Hardware,Product B,476.35,938.7,EMEA
TXN-00586,2023-04-19,Hardware,Product B,4081.21,114.89,North America
TXN-00587,2023-06-30,Hardware,Product B,1437.66,84.76,APAC
TXN-00588,2023-02-11,Electronics,Product C,704.29,1437.19,EMEA
TXN-00589,2023-07-05,Consulting,Product A,2227.29,1080.81,North America
TXN-00590,2023-08-11,Software,Product C,3237.59,1022.32,North America
TXN-00591,2023-05-02,Hardware,Product A,1935.71,493.82,APAC
TXN-00592,2023-05-13,Software,Product B,320.1,1492.05,EMEA
TXN-00593,2023-06-12,Electronics,Product A,3017.33,344.79,North America
TXN-00594,2023-08-03,Hardware,Product C,4516.9,387.97,EMEA
TXN-00595,2023-08-09,Consulting,Product C,1946.92,926.82,EMEA
TXN-00596,2023-08-23,Software,Product A,1120.85,579.7,North America
TXN-00597,2023-11-27,Hardware,Product B,2240.76,502.45,EMEA
TXN-00598,2023-05-26,Electronics,Product B,289.4,1294.02,North America
TXN-00599,2023-08-27,Consulting,Product C,4111.41,1305.43,EMEA
TXN-00600,2023-03-17,Software,Product A,,1650.79,
TXN-00601,2023-01-09,Software,Product B,2960.6,841.24,APAC
TXN-00602,2023-03-15,Hardware,Product B,1797.86,155.44,North America
TXN-00603,2023-09-10,Consulting,Product C,4008.93,554.6,North America
TXN-00604,2023-08-18,Consulting,Product B,2795.7,1960.21,North America
TXN-00605,2023-01-07,Consulting,Product A,4138.36,1196.55,EMEA
TXN-00606,2023-06-23,Consulting,Product C,3175.72,1422.38,APAC
TXN-00607,2023-05-21,Electronics,Product C,3932.81,24.64,EMEA
TXN-00608,2023-06-17,Consulting,Product A,3012.89,1041.23,EMEA
TXN-00609,2023-06-19,Software,Product C,2100.0,84.68,North America
TXN-00610,2023-10-10,Software,Product B,4791.83,1142.77,EMEA
TXN-00611,2023-05-02,Electronics,Product B,2728.51,1842.33,North America
TXN-00612,2023-07-13,Software,Product A,3045.19,1937.15,APAC
TXN-00613,2023-01-05,Software,Product B,1141.41,1085.7,EMEA
TXN-00614,2023-01-29,Consulting,Product A,3146.97,921.83,EMEA
TXN-00615,2023-06-14,Software,Product A,2879.46,1890.58,EMEA
TXN-00616,2023-12-05,Electronics,Product B,964.95,1350.48,North America
TXN-00617,2023-05-16,Consulting,Product A,344.96,139.15,North America
TXN-00618,2023-12-31,Hardware,Product B,3041.58,936.79,EMEA
TXN-00619,2023-11-17,Consulting,Product C,3830.28,488.09,EMEA
TXN-00620,2023-12-08,Electronics,Product C,2640.84,944.91,APAC
TXN-00621,2023-05-25,Consulting,Product A,1172.52,916.38,APAC
TXN-00622,2023-11-23,Consulting,Product B,3349.28,1168.47,APAC
TXN-00623,2023-08-05,Electronics,Product B,446.52,719.97,APAC
TXN-00624,2023-10-28,Consulting,Product C,2237.08,336.9,APAC
TXN-00625,2023-05-12,Electronics,Product C,858.67,1012.4,North America
TXN-00626,2023-10-19,Electronics,Product B,963.07,1662.1,APAC
TXN-00627,2023-03-11,Hardware,Product A,1051.36,1331.38,APAC
TXN-00628,2023-09-09,Software,Product C,1964.2,683.35,EMEA
TXN-00629,2023-10-02,Software,Product A,303.19,1871.69,North America
TXN-00630,2023-12-30,Consulting,Product A,2019.08,1825.29,APAC
TXN-00631,2023-07-01,Consulting,Product C,2582.95,426.6,APAC
TXN-00632,2023-06-16,Hardware,Product A,2442.31,88.44,APAC
TXN-00633,2023-04-01,Hardware,Product A,1944.78,1485.2,EMEA
TXN-00634,2023-07-21,Hardware,Product B,4203.78,1656.94,EMEA
TXN-00635,2023-12-12,Electronics,Product A,769.37,1936.05,EMEA
TXN-00636,2023-01-19,Hardware,Product B,2553.2,1780.77,APAC
TXN-00637,2023-02-08,Hardware,Product C,357.11,1205.06,EMEA
TXN-00638,2023-05-06,Consulting,Product C,402.22,1064.8,APAC
TXN-00639,2023-06-22,Hardware,Product B,2890.64,65.4,North America
TXN-00640,2023-05-21,Electronics,Product C,2851.79,500.85,APAC
TXN-00641,2023-08-30,Electronics,Product A,4396.27,924.63,EMEA
TXN-00642,2023-08-08,Consulting,Product A,2811.47,1260.72,North America
TXN-00643,2023-05-06,Hardware,Product A,4800.97,1118.93,APAC
TXN-00644,2023-02-27,Hardware,Product C,291.04,1487.85,North America
TXN-00645,2023-05-28,Electronics,Product A,535.14,566.74,North America
TXN-00646,2023-11-13,Hardware,Product C,268.13,1134.26,North America
TXN-00647,2023-12-27,Hardware,Product A,967.12,185.4,APAC
TXN-00648,2023-01-01,Hardware,Product B,2729.29,833.19,EMEA
TXN-00649,2023-12-14,Software,Product C,3245.58,1502.82,APAC
TXN-00650,2023-07-09,Consulting,Product C,,1389.87,EMEA
TXN-00651,2023-07-10,Software,Product A,4732.56,1981.38,APAC
TXN-00652,2023-11-08,Consulting,Product C,4218.72,563.0,APAC
TXN-00653,2023-04-27,Electronics,Product C,1518.23,1001.4,APAC
TXN-00654,2023-05-14,Hardware,Product B,432.08,665.77,EMEA
TXN-00655,2023-02-27,Consulting,Product B,890.94,886.8,APAC
TXN-00656,2023-02-13,Software,Product A,678.37,1715.33,North America
TXN-00657,2023-06-22,Hardware,Product B,660.25,1371.58,APAC
TXN-00658,2023-06-09,Electronics,Product A,2616.88,1766.06,North America
TXN-00659,2023-06-22,Consulting,Product A,1266.94,414.99,EMEA
TXN-00660,2023-11-13,Consulting,Product A,1822.79,1747.99,EMEA
TXN-00661,2023-10-30,Consulting,Product C,4948.05,128.93,APAC
TXN-00662,2023-05-29,Hardware,Product B,3437.36,1778.31,APAC
TXN-00663,2023-03-21,Software,Product A,4747.45,664.86,APAC
TXN-00664,2023-08-01,Software,Product B,755.65,636.03,North America
TXN-00665,2023-07-22,Consulting,Product A,1941.59,1029.06,EMEA
TXN-00666,2023-09-09,Electronics,Product B,2795.92,1881.97,North America
TXN-00667,2023-08-17,Electronics,Product B,429.95,105.08,North America
TXN-00668,2023-06-13,Software,Product A,70.73,710.94,APAC
TXN-00669,2023-08-15,Electronics,Product C,3368.65,1714.58,APAC
TXN-00670,2023-05-27,Software,Product B,3227.01,798.15,North America
TXN-00671,2023-01-20,Consulting,Product C,2083.4,406.32,North America
TXN-00672,2023-02-16,Software,Product C,2473.74,855.34,APAC
TXN-00673,2023-08-21,Software,Product A,2106.44,777.25,APAC
TXN-00674,2023-11-01,Consulting,Product A,168.82,1831.68,North America
TXN-00675,2023-01-14,Electronics,Product A,1710.09,1526.25,APAC
TXN-00676,2023-05-23,Software,Product B,926.56,1015.18,APAC
TXN-00677,2023-01-01,Software,Product A,537.2,1976.86,North America
TXN-00678,2023-02-23,Consulting,Product A,4785.77,935.9,North America
TXN-00679,2023-09-16,Electronics,Product B,3016.83,125.89,EMEA
TXN-00680,2023-05-24,Software,Product B,3656.85,531.93,North America
TXN-00681,2023-01-12,Consulting,Product A,1611.05,877.78,APAC
TXN-00682,2023-11-26,Software,Product A,1996.08,322.24,North America
TXN-00683,2023-08-12,Hardware,Product A,1222.77,1895.65,North America
TXN-00684,2023-09-29,Consulting,Product A,529.98,1536.03,North America
TXN-00685,2023-12-24,Electronics,Product C,936.21,543.89,EMEA
TXN-00686,2023-06-05,Electronics,Product C,3997.69,1185.7,EMEA
TXN-00687,2023-01-08,Electronics,Product A,3403.85,1445.68,APAC
TXN-00688,2023-05-02,Electronics,Product C,2757.3,1883.15,EMEA
TXN-00689,2023-12-14,Software,Product B,2401.69,1764.45,North America
TXN-00690,2023-06-13,Software,Product C,4616.05,1035.23,EMEA
TXN-00691,2023-03-31,Electronics,Product C,410.04,1551.56,North America
TXN-00692,2023-05-16,Electronics,Product A,1438.97,1128.67,EMEA
TXN-00693,2023-07-05,Electronics,Product C,1782.19,1109.88,EMEA
TXN-00694,2023-11-12,Software,Product C,3923.01,238.34,EMEA
TXN-00695,2023-06-27,Electronics,Product C,4962.95,261.01,North America
TXN-00696,2023-01-28,Electronics,Product C,1241.32,1063.77,EMEA
TXN-00697,2023-08-08,Hardware,Product B,4377.82,545.03,North America
TXN-00698,2023-12-23,Hardware,Product A,4161.58,51.86,North America
TXN-00699,2023-02-10,Electronics,Product A,1162.05,1448.45,APAC
TXN-00700,2023-08-16,Consulting,Product B,,74.65,
TXN-00701,2023-07-11,Electronics,Product C,2077.88,1194.6,APAC
TXN-00702,2023-05-25,Hardware,Product B,4892.19,1083.0,APAC
TXN-00703,2023-07-20,Consulting,Product C,945.41,1937.94,North America
TXN-00704,2023-07-31,Consulting,Product B,4005.83,973.58,EMEA
TXN-00705,2023-08-08,Electronics,Product A,1704.25,136.57,North America
TXN-00706,2023-08-28,Hardware,Product A,3667.81,1107.86,North America
TXN-00707,2023-02-15,Hardware,Product A,2129.05,1683.78,EMEA
TXN-00708,2023-02-04,Consulting,Product C,2912.88,1993.73,North America
TXN-00709,2023-09-10,Electronics,Product C,4171.43,866.38,EMEA
TXN-00710,2023-03-23,Software,Product B,4030.62,647.39,EMEA
TXN-00711,2023-09-13,Software,Product B,4338.79,1814.24,North America
TXN-00712,2023-07-16,Hardware,Product A,345.11,390.57,North America
TXN-00713,2023-10-30,Software,Product C,3475.65,1234.7,APAC
TXN-00714,2023-01-10,Hardware,Product B,742.94,817.37,North America
TXN-00715,2023-11-08,Hardware,Product C,2108.3,91.75,EMEA
TXN-00716,2023-10-13,Hardware,Product C,2765.51,701.1,APAC
TXN-00717,2023-08-30,Software,Product A,2043.56,537.8,EMEA
TXN-00718,2023-09-08,Hardware,Product A,2622.08,1375.32,APAC
TXN-00719,2023-12-31,Consulting,Product C,4982.81,1898.09,North America
TXN-00720,2023-01-05,Electronics,Product C,719.33,543.41,North America
TXN-00721,2023-04-29,Electronics,Product C,3393.51,1624.82,North America
TXN-00722,2023-10-16,Hardware,Product C,2010.2,120.17,EMEA
TXN-00723,2023-03-06,Electronics,Product A,708.4,1080.86,APAC
TXN-00724,2023-05-26,Software,Product B,835.75,150.39,EMEA
TXN-00725,2023-08-12,Software,Product A,4748.9,1868.73,APAC
TXN-00726,2023-08-27,Electronics,Product B,4404.03,1535.04,North America
TXN-00727,2023-06-26,Software,Product C,4539.86,1319.32,EMEA
TXN-00728,2023-09-24,Electronics,Product B,4958.09,1649.55,North America
TXN-00729,2023-12-07,Electronics,Product A,1081.16,1298.56,EMEA
TXN-00730,2023-10-09,Electronics,Product A,1809.42,1938.2,North America
TXN-00731,2023-03-04,Hardware,Product C,3362.63,1430.78,EMEA
TXN-00732,2023-08-05,Electronics,Product A,2444.82,1850.07,EMEA
TXN-00733,2023-12-08,Hardware,Product C,2121.03,1039.09,APAC
TXN-00734,2023-11-11,Electronics,Product A,1821.17,242.96,North America
TXN-00735,2023-10-10,Electronics,Product A,2989.21,1061.07,APAC
TXN-00736,2023-06-26,Electronics,Product C,2899.19,262.48,APAC
TXN-00737,2023-04-08,Software,Product B,849.22,1189.06,North America
TXN-00738,2023-04-15,Hardware,Product A,2385.11,970.16,EMEA
TXN-00739,2023-04-09,Hardware,Product B,2789.69,1248.93,APAC
TXN-00740,2023-11-07,Electronics,Product A,2872.92,29.99,North America
TXN-00741,2023-01-06,Electronics,Product A,1090.03,397.73,EMEA
TXN-00742,2023-07-16,Software,Product A,3724.24,987.75,APAC
TXN-00743,2023-12-17,Software,Product A,174.74,1901.5,APAC
TXN-00744,2023-05-13,Software,Product B,1806.42,773.38,APAC
TXN-00745,2023-12-24,Hardware,Product B,3912.05,854.5,EMEA
TXN-00746,2023-09-16,Hardware,Product A,2841.27,1432.25,APAC
TXN-00747,2023-01-23,Hardware,Product A,1342.75,1211.55,EMEA
TXN-00748,2023-02-22,Electronics,Product B,3490.02,604.86,APAC
TXN-00749,2023-06-14,Hardware,Product C,2858.59,827.52,North America
TXN-00750,2023-07-21,Consulting,Product C,,443.22,APAC
TXN-00751,2023-03-24,Consulting,Product B,3688.37,1932.38,North America
TXN-00752,2023-05-25,Software,Product A,3070.03,269.96,North America
TXN-00753,2023-03-26,Hardware,Product A,2466.48,749.96,North America
TXN-00754,2023-03-19,Consulting,Product C,709.25,61.42,EMEA
TXN-00755,2023-01-01,Software,Product C,1343.6,451.34,North America
TXN-00756,2023-02-20,Hardware,Product B,2124.54,1563.14,APAC
TXN-00757,2023-06-22,Electronics,Product C,3016.53,410.34,EMEA
TXN-00758,2023-07-24,Consulting,Product B,2592.85,169.33,North America
TXN-00759,2023-09-17,Electronics,Product C,1476.51,954.16,EMEA
TXN-00760,2023-10-15,Hardware,Product C,82.0,29.84,EMEA
TXN-00761,2023-02-03,Consulting,Product C,2506.38,178.68,EMEA
TXN-00762,2023-12-14,Hardware,Product A,1463.85,1617.18,APAC
TXN-00763,2023-04-05,Electronics,Product A,3686.31,1545.23,North America
TXN-00764,2023-03-13,Consulting,Product A,168.53,1831.13,EMEA
TXN-00765,2023-02-08,Electronics,Product C,2944.9,1710.49,EMEA
TXN-00766,2023-06-03,Hardware,Product B,4710.3,1369.52,EMEA
TXN-00767,2023-09-07,Hardware,Product B,913.33,114.14,North America
TXN-00768,2023-06-11,Electronics,Product B,2384.66,1567.87,EMEA
TXN-00769,2023-04-28,Consulting,Product B,502.54,1692.57,EMEA
TXN-00770,2023-09-16,Electronics,Product A,3147.13,1600.17,APAC
TXN-00771,2023-11-02,Hardware,Product A,2775.13,1021.87,North America
TXN-00772,2023-09-25,Electronics,Product C,2066.46,473.47,APAC
TXN-00773,2023-02-23,Hardware,Product C,2630.82,1692.21,North America
TXN-00774,2023-08-24,Electronics,Product B,4488.04,1457.05,North America
TXN-00775,2023-08-10,Consulting,Product A,1021.66,1961.71,North America
TXN-00776,2023-09-08,Consulting,Product B,161.69,319.83,APAC
TXN-00777,2023-11-09,Electronics,Product C,4315.24,459.07,APAC
TXN-00778,2023-04-22,Electronics,Product C,2906.73,431.48,APAC
TXN-00779,2023-09-12,Consulting,Product B,4458.76,1587.15,APAC
TXN-00780,2023-10-30,Hardware,Product C,3004.88,381.95,EMEA
TXN-00781,2023-07-26,Consulting,Product B,4060.3,142.65,EMEA
