transaction_id,date,category,product,revenue,cogs,region,gross_profit,net_profit,net_margin
TXN-00493,2023-04-06,Software,Product C,331.56,1291.98,EMEA,-960.4200000000001,-1026.732,-3.0967
TXN-00494,2023-09-14,Consulting,Product B,3844.31,1304.94,APAC,2539.37,1770.5079999999998,0.4606
TXN-00495,2023-11-21,Electronics,Product A,3525.43,1734.97,APAC,1790.4599999999998,1085.3739999999998,0.3079
TXN-00496,2023-01-04,Electronics,Product A,1690.19,1789.01,North America,-98.81999999999994,-436.85799999999995,-0.2585
TXN-00497,2023-01-16,Electronics,Product C,3394.53,1840.39,North America,1554.14,875.234,0.2578
TXN-00498,2023-10-07,Consulting,Product B,2009.89,198.75,EMEA,1811.14,1409.162,0.7011
TXN-00499,2023-12-02,Consulting,Product C,3793.46,1092.81,APAC,2700.65,1941.958,0.5119
TXN-00500,2023-09-04,Hardware,Product B,0.0,1483.61,Unknown,-1483.61,-1483.61,0.0
TXN-00501,2023-09-15,Software,Product A,2090.78,1516.28,APAC,574.5000000000002,156.34400000000016,0.0748
TXN-00502,2023-06-09,Consulting,Product B,4676.91,1217.37,EMEA,3459.54,2524.158,0.5397
TXN-00503,2023-12-06,Software,Product A,1291.85,341.91,North America,949.9399999999998,691.5699999999998,0.5353
TXN-00504,2023-06-01,Hardware,Product B,646.21,1596.87,EMEA,-950.6599999999999,-1079.9019999999998,-1.6711
TXN-00505,2023-06-27,Software,Product C,2943.49,1443.02,EMEA,1500.4699999999998,911.7719999999998,0.3098
TXN-00506,2023-06-12,Consulting,Product A,4848.14,181.41,North America,4666.7300000000005,3697.1020000000003,0.7626
TXN-00507,2023-02-02,Software,Product C,1920.3,932.98,APAC,987.3199999999999,603.26,0.3141
TXN-00508,2023-06-28,Consulting,Product C,357.08,356.22,APAC,0.8599999999999568,-70.55600000000004,-0.1976
TXN-00509,2023-04-11,Software,Product A,1729.56,681.58,North America,1047.98,702.068,0.4059
TXN-00510,2023-09-25,Consulting,Product A,2554.36,45.98,EMEA,2508.38,1997.508,0.782
TXN-00511,2023-11-19,Consulting,Product C,851.52,806.66,EMEA,44.860000000000014,-125.44399999999999,-0.1473
TXN-00512,2023-03-06,Software,Product C,3307.61,1104.26,EMEA,2203.3500000000004,1541.8280000000004,0.4661
TXN-00513,2023-06-17,Hardware,Product C,4988.86,1242.97,APAC,3745.8899999999994,2748.1179999999995,0.5509
TXN-00514,2023-11-26,Electronics,Product C,2286.11,1330.35,EMEA,955.7600000000002,498.5380000000002,0.2181
TXN-00515,2023-02-12,Hardware,Product A,1805.91,1674.22,APAC,131.69000000000005,-229.49199999999996,-0.1271
TXN-00516,2023-02-13,Software,Product A,2033.49,438.77,EMEA,1594.72,1188.022,0.5842
TXN-00517,2023-10-12,Hardware,Product C,619.97,249.76,North America,370.21000000000004,246.216,0.3971
TXN-00518,2023-01-12,Consulting,Product B,4422.2,1704.56,North America,2717.64,1833.1999999999998,0.4145
TXN-00519,2023-04-05,Electronics,Product B,2103.39,321.66,APAC,1781.7299999999998,1361.0519999999997,0.6471
TXN-00520,2023-10-29,Software,Product A,1967.01,1949.77,APAC,17.24000000000001,-376.16200000000003,-0.1912
TXN-00521,2023-09-10,Software,Product C,3315.47,1686.65,North America,1628.8199999999997,965.7259999999997,0.2913
TXN-00522,2023-08-30,Software,Product C,2238.07,1006.74,North America,1231.3300000000002,783.7160000000001,0.3502
TXN-00523,2023-02-04,Electronics,Product A,3258.76,1963.03,EMEA,1295.7300000000002,643.9780000000002,0.1976
TXN-00524,2023-08-03,Consulting,Product B,354.16,203.78,North America,150.38000000000002,79.54800000000002,0.2246
TXN-00525,2023-12-03,Software,Product B,4077.93,613.1,APAC,3464.83,2649.2439999999997,0.6497
TXN-00526,2023-03-31,Hardware,Product B,4705.49,1280.07,North America,3425.42,2484.322,0.528
TXN-00527,2023-09-21,Software,Product A,3261.39,706.51,APAC,2554.88,1902.602,0.5834
TXN-00528,2023-04-03,Software,Product B,4775.1,1857.46,APAC,2917.6400000000003,1962.6200000000003,0.411
TXN-00529,2023-03-31,Software,Product A,799.59,140.6,EMEA,658.99,499.072,0.6242
TXN-00530,2023-04-25,Software,Product A,2413.21,1103.33,EMEA,1309.88,827.238,0.3428
TXN-00531,2023-04-15,Consulting,Product C,3028.94,1185.82,EMEA,1843.1200000000001,1237.332,0.4085
TXN-00532,2023-07-15,Hardware,Product B,2929.6,1308.93,EMEA,1620.6699999999998,1034.75,0.3532
TXN-00533,2023-11-10,Consulting,Product A,2037.24,518.78,North America,1518.46,1111.012,0.5454
TXN-00534,2023-04-24,Hardware,Product B,1723.52,735.49,EMEA,988.03,643.326,0.3733
TXN-00535,2023-03-16,Software,Product B,677.78,1688.92,North America,-1011.1400000000001,-1146.6960000000001,-1.6918
TXN-00536,2023-08-05,Electronics,Product C,1989.13,397.94,EMEA,1591.19,1193.364,0.5999
TXN-00537,2023-10-04,Consulting,Product B,855.17,1655.47,EMEA,-800.3000000000001,-971.3340000000001,-1.1358
TXN-00538,2023-09-06,Electronics,Product C,3685.11,1129.68,APAC,2555.4300000000003,1818.4080000000004,0.4934
TXN-00539,2023-06-13,Consulting,Product A,1083.71,1526.75,North America,-443.03999999999996,-659.7819999999999,-0.6088
TXN-00540,2023-12-23,Software,Product B,339.9,1430.08,APAC,-1090.1799999999998,-1158.1599999999999,-3.4074
TXN-00541,2023-07-11,Consulting,Product A,2784.21,422.95,EMEA,2361.26,1804.4180000000001,0.6481
TXN-00542,2023-08-15,Software,Product B,2996.39,1141.94,North America,1854.4499999999998,1255.1719999999998,0.4189
TXN-00543,2023-06-26,Consulting,Product A,4365.97,1736.77,EMEA,2629.2000000000003,1756.0060000000003,0.4022
TXN-00544,2023-04-09,Software,Product B,2906.06,869.91,APAC,2036.15,1454.938,0.5007
TXN-00545,2023-02-05,Software,Product B,1760.13,1933.52,North America,-173.38999999999987,-525.4159999999999,-0.2985
TXN-00546,2023-04-06,Hardware,Product B,4024.91,909.91,APAC,3115.0,2310.018,0.5739
TXN-00547,2023-06-01,Software,Product B,2724.38,294.14,EMEA,2430.2400000000002,1885.364,0.692
TXN-00548,2023-05-31,Hardware,Product B,442.44,784.98,EMEA,-342.54,-431.028,-0.9742
TXN-00549,2023-07-09,Software,Product B,2850.96,1903.89,EMEA,947.0699999999999,376.87799999999993,0.1322
TXN-00550,2023-08-12,Electronics,Product B,0.0,646.24,North America,-646.24,-646.24,0.0
TXN-00551,2023-02-06,Software,Product B,2011.75,1737.52,APAC,274.23,-128.12,-0.0637
TXN-00552,2023-09-25,Electronics,Product B,1516.81,1763.69,APAC,-246.8800000000001,-550.2420000000002,-0.3628
TXN-00553,2023-07-02,Electronics,Product A,760.17,706.87,EMEA,53.299999999999955,-98.73400000000004,-0.1299
TXN-00554,2023-01-13,Software,Product C,799.66,175.68,APAC,623.98,464.048,0.5803
TXN-00555,2023-10-06,Electronics,Product B,2192.22,1451.87,North America,740.3499999999999,301.90599999999995,0.1377
TXN-00556,2023-08-05,Hardware,Product C,2998.62,629.91,EMEA,2368.71,1768.9859999999999,0.5899
TXN-00557,2023-12-21,Consulting,Product B,449.05,1568.02,EMEA,-1118.97,-1208.78,-2.6919
TXN-00558,2023-12-27,Software,Product B,4700.86,890.88,EMEA,3809.9799999999996,2869.8079999999995,0.6105
TXN-00559,2023-10-13,Electronics,Product A,3787.91,975.68,North America,2812.23,2054.648,0.5424
TXN-00560,2023-09-30,Software,Product A,2953.79,1558.04,EMEA,1395.75,804.992,0.2725
TXN-00561,2023-03-03,Hardware,Product C,4150.77,770.9,EMEA,3379.8700000000003,2549.7160000000003,0.6143
TXN-00562,2023-03-25,Software,Product A,446.92,891.82,EMEA,-444.90000000000003,-534.2840000000001,-1.1955
TXN-00563,2023-08-05,Software,Product A,2410.35,758.62,EMEA,1651.73,1169.66,0.4853
TXN-00564,2023-12-08,Electronics,Product C,3168.96,741.01,APAC,2427.95,1794.158,0.5662
TXN-00565,2023-07-06,Hardware,Product A,4151.83,1056.63,EMEA,3095.2,2264.834,0.5455
TXN-00566,2023-01-19,Consulting,Product B,3928.17,1619.51,North America,2308.66,1523.0259999999998,0.3877
TXN-00567,2023-06-26,Consulting,Product C,1421.49,729.92,EMEA,691.57,407.27200000000005,0.2865
TXN-00568,2023-04-10,Electronics,Product C,4707.36,1053.27,EMEA,3654.0899999999997,2712.6179999999995,0.5763
TXN-00569,2023-08-21,Software,Product B,665.51,1344.75,APAC,-679.24,-812.342,-1.2206
TXN-00570,2023-03-17,Electronics,Product A,4381.91,546.18,EMEA,3835.73,2959.348,0.6754
TXN-00571,2023-09-22,Electronics,Product C,4856.15,562.27,APAC,4293.879999999999,3322.649999999999,0.6842
TXN-00572,2023-10-11,Electronics,Product C,926.91,1867.49,North America,-940.58,-1125.962,-1.2147
TXN-00573,2023-07-25,Software,Product B,3624.23,1449.83,APAC,2174.4,1449.554,0.4
TXN-00574,2023-08-11,Hardware,Product B,249.41,1158.6,EMEA,-909.1899999999999,-959.0719999999999,-3.8454
TXN-00575,2023-02-21,Electronics,Product A,2056.84,1298.96,North America,757.8800000000001,346.51200000000006,0.1685
TXN-00576,2023-12-05,Software,Product C,2605.6,68.31,EMEA,2537.29,2016.17,0.7738
TXN-00577,2023-05-24,Hardware,Product A,2924.19,1240.02,APAC,1684.17,1099.3319999999999,0.3759
TXN-00578,2023-03-10,Electronics,Product A,4682.89,1023.92,North America,3658.9700000000003,2722.3920000000003,0.5813
TXN-00579,2023-04-09,Consulting,Product B,3377.64,1096.04,North America,2281.6,1606.072,0.4755
TXN-00580,2023-01-25,Hardware,Product C,2432.33,725.25,APAC,1707.08,1220.614,0.5018
TXN-00581,2023-02-22,Electronics,Product C,4057.89,172.13,APAC,3885.7599999999998,3074.182,0.7576
TXN-00582,2023-05-31,Hardware,Product C,4755.14,394.75,North America,4360.39,3409.362,0.717
TXN-00583,2023-05-24,Hardware,Product B,159.23,1901.98,North America,-1742.75,-1774.596,-11.1449
TXN-00584,2023-02-26,Hardware,Product B,4913.48,823.31,APAC,4090.1699999999996,3107.4739999999997,0.6324
TXN-00585,2023-02-08,Hardware,Product B,476.35,938.7,EMEA,-462.35,-557.62,-1.1706
TXN-00586,2023-04-19,Hardware,Product B,4081.21,114.89,North America,3966.32,3150.078,0.7718
TXN-00587,2023-06-30,Hardware,Product B,1437.66,84.76,APAC,1352.9,1065.368,0.741
TXN-00588,2023-02-11,Electronics,Product C,704.29,1437.19,EMEA,-732.9000000000001,-873.758,-1.2406
TXN-00589,2023-07-05,Consulting,Product A,2227.29,1080.81,North America,1146.48,701.0219999999999,0.3147
TXN-00590,2023-08-11,Software,Product C,3237.59,1022.32,North America,2215.27,1567.752,0.4842
TXN-00591,2023-05-02,Hardware,Product A,1935.71,493.82,APAC,1441.89,1054.748,0.5449
TXN-00592,2023-05-13,Software,Product B,320.1,1492.05,EMEA,-1171.9499999999998,-1235.9699999999998,-3.8612
TXN-00593,2023-06-12,Electronics,Product A,3017.33,344.79,North America,2672.54,2069.074,0.6857
TXN-00594,2023-08-03,Hardware,Product C,4516.9,387.97,EMEA,4128.929999999999,3225.5499999999993,0.7141
TXN-00595,2023-08-09,Consulting,Product C,1946.92,926.82,EMEA,1020.1,630.716,0.324
TXN-00596,2023-08-23,Software,Product A,1120.85,579.7,North America,541.1499999999999,316.9799999999999,0.2828
TXN-00597,2023-11-27,Hardware,Product B,2240.76,502.45,EMEA,1738.3100000000002,1290.1580000000001,0.5758
TXN-00598,2023-05-26,Electronics,Product B,289.4,1294.02,North America,-1004.62,-1062.5,-3.6714
TXN-00599,2023-08-27,Consulting,Product C,4111.41,1305.43,EMEA,2805.9799999999996,1983.6979999999994,0.4825
TXN-00600,2023-03-17,Software,Product A,0.0,1650.79,Unknown,-1650.79,-1650.79,0.0
TXN-00601,2023-01-09,Software,Product B,2960.6,841.24,APAC,2119.3599999999997,1527.2399999999998,0.5159
TXN-00602,2023-03-15,Hardware,Product B,1797.86,155.44,North America,1642.4199999999998,1282.848,0.7135
TXN-00603,2023-09-10,Consulting,Product C,4008.93,554.6,North America,3454.33,2652.544,0.6617
TXN-00604,2023-08-18,Consulting,Product B,2795.7,1960.21,North America,835.4899999999998,276.3499999999998,0.0988
TXN-00605,2023-01-07,Consulting,Product A,4138.36,1196.55,EMEA,2941.8099999999995,2114.1379999999995,0.5109
TXN-00606,2023-06-23,Consulting,Product C,3175.72,1422.38,APAC,1753.3399999999997,1118.1959999999997,0.3521
TXN-00607,2023-05-21,Electronics,Product C,3932.81,24.64,EMEA,3908.17,3121.608,0.7937
TXN-00608,2023-06-17,Consulting,Product A,3012.89,1041.23,EMEA,1971.6599999999999,1369.0819999999999,0.4544
TXN-00609,2023-06-19,Software,Product C,2100.0,84.68,North America,2015.32,1595.32,0.7597
TXN-00610,2023-10-10,Software,Product B,4791.83,1142.77,EMEA,3649.06,2690.694,0.5615
TXN-00611,2023-05-02,Electronics,Product B,2728.51,1842.33,North America,886.1800000000003,340.4780000000002,0.1248
TXN-00612,2023-07-13,Software,Product A,3045.19,1937.15,APAC,1108.04,499.00199999999995,0.1639
TXN-00613,2023-01-05,Software,Product B,1141.41,1085.7,EMEA,55.710000000000036,-172.572,-0.1512
TXN-00614,2023-01-29,Consulting,Product A,3146.97,921.83,EMEA,2225.14,1595.7459999999999,0.5071
TXN-00615,2023-06-14,Software,Product A,2879.46,1890.58,EMEA,988.8800000000001,412.98800000000006,0.1434
TXN-00616,2023-12-05,Electronics,Product B,964.95,1350.48,North America,-385.53,-578.52,-0.5995
TXN-00617,2023-05-16,Consulting,Product A,344.96,139.15,North America,205.80999999999997,136.81799999999998,0.3966
TXN-00618,2023-12-31,Hardware,Product B,3041.58,936.79,EMEA,2104.79,1496.474,0.492
TXN-00619,2023-11-17,Consulting,Product C,3830.28,488.09,EMEA,3342.19,2576.134,0.6726
TXN-00620,2023-12-08,Electronics,Product C,2640.84,944.91,APAC,1695.9300000000003,1167.7620000000002,0.4422
TXN-00621,2023-05-25,Consulting,Product A,1172.52,916.38,APAC,256.14,21.635999999999967,0.0185
TXN-00622,2023-11-23,Consulting,Product B,3349.28,1168.47,APAC,2180.8100000000004,1510.9540000000002,0.4511
TXN-00623,2023-08-05,Electronics,Product B,446.52,719.97,APAC,-273.45000000000005,-362.754,-0.8124
TXN-00624,2023-10-28,Consulting,Product C,2237.08,336.9,APAC,1900.1799999999998,1452.764,0.6494
TXN-00625,2023-05-12,Electronics,Product C,858.67,1012.4,North America,-153.73000000000002,-325.46400000000006,-0.379
TXN-00626,2023-10-19,Electronics,Product B,963.07,1662.1,APAC,-699.0299999999999,-891.6439999999999,-0.9258
TXN-00627,2023-03-11,Hardware,Product A,1051.36,1331.38,APAC,-280.0200000000002,-490.2920000000002,-0.4663
TXN-00628,2023-09-09,Software,Product C,1964.2,683.35,EMEA,1280.85,888.0099999999999,0.4521
TXN-00629,2023-10-02,Software,Product A,303.19,1871.69,North America,-1568.5,-1629.138,-5.3733
TXN-00630,2023-12-30,Consulting,Product A,2019.08,1825.29,APAC,193.78999999999996,-210.02600000000007,-0.104
TXN-00631,2023-07-01,Consulting,Product C,2582.95,426.6,APAC,2156.35,1639.7599999999998,0.6348
TXN-00632,2023-06-16,Hardware,Product A,2442.31,88.44,APAC,2353.87,1865.408,0.7638
TXN-00633,2023-04-01,Hardware,Product A,1944.78,1485.2,EMEA,459.5799999999999,70.62399999999991,0.0363
TXN-00634,2023-07-21,Hardware,Product B,4203.78,1656.94,EMEA,2546.8399999999997,1706.0839999999998,0.4058
TXN-00635,2023-12-12,Electronics,Product A,769.37,1936.05,EMEA,-1166.6799999999998,-1320.5539999999999,-1.7164
TXN-00636,2023-01-19,Hardware,Product B,2553.2,1780.77,APAC,772.4299999999998,261.78999999999985,0.1025
TXN-00637,2023-02-08,Hardware,Product C,357.11,1205.06,EMEA,-847.9499999999999,-919.372,-2.5745
TXN-00638,2023-05-06,Consulting,Product C,402.22,1064.8,APAC,-662.5799999999999,-743.0239999999999,-1.8473
TXN-00639,2023-06-22,Hardware,Product B,2890.64,65.4,North America,2825.24,2247.1119999999996,0.7774
TXN-00640,2023-05-21,Electronics,Product C,2851.79,500.85,APAC,2350.94,1780.5819999999999,0.6244
TXN-00641,2023-08-30,Electronics,Product A,4396.27,924.63,EMEA,3471.6400000000003,2592.3860000000004,0.5897
TXN-00642,2023-08-08,Consulting,Product A,2811.47,1260.72,North America,1550.7499999999998,988.4559999999998,0.3516
TXN-00643,2023-05-06,Hardware,Product A,4800.97,1118.93,APAC,3682.04,2721.846,0.5669
TXN-00644,2023-02-27,Hardware,Product C,291.04,1487.85,North America,-1196.81,-1255.018,-4.3122
TXN-00645,2023-05-28,Electronics,Product A,535.14,566.74,North America,-31.600000000000023,-138.62800000000004,-0.259
TXN-00646,2023-11-13,Hardware,Product C,268.13,1134.26,North America,-866.13,-919.756,-3.4303
TXN-00647,2023-12-27,Hardware,Product A,967.12,185.4,APAC,781.72,588.296,0.6083
TXN-00648,2023-01-01,Hardware,Product B,2729.29,833.19,EMEA,1896.1,1350.2419999999997,0.4947
TXN-00649,2023-12-14,Software,Product C,3245.58,1502.82,APAC,1742.76,1093.644,0.337
TXN-00650,2023-07-09,Consulting,Product C,0.0,1389.87,EMEA,-1389.87,-1389.87,0.0
TXN-00651,2023-07-10,Software,Product A,4732.56,1981.38,APAC,2751.1800000000003,1804.6680000000001,0.3813
TXN-00652,2023-11-08,Consulting,Product C,4218.72,563.0,APAC,3655.7200000000003,2811.976,0.6665
TXN-00653,2023-04-27,Electronics,Product C,1518.23,1001.4,APAC,516.83,213.18400000000003,0.1404
TXN-00654,2023-05-14,Hardware,Product B,432.08,665.77,EMEA,-233.69,-320.106,-0.7408
TXN-00655,2023-02-27,Consulting,Product B,890.94,886.8,APAC,4.1400000000001,-174.04799999999992,-0.1954
TXN-00656,2023-02-13,Software,Product A,678.37,1715.33,North America,-1036.96,-1172.634,-1.7286
TXN-00657,2023-06-22,Hardware,Product B,660.25,1371.58,APAC,-711.3299999999999,-843.3799999999999,-1.2774
TXN-00658,2023-06-09,Electronics,Product A,2616.88,1766.06,North America,850.8200000000002,327.4440000000001,0.1251
TXN-00659,2023-06-22,Consulting,Product A,1266.94,414.99,EMEA,851.95,598.562,0.4724
TXN-00660,2023-11-13,Consulting,Product A,1822.79,1747.99,EMEA,74.79999999999995,-289.75800000000004,-0.159
TXN-00661,2023-10-30,Consulting,Product C,4948.05,128.93,APAC,4819.12,3829.5099999999998,0.7739
TXN-00662,2023-05-29,Hardware,Product B,3437.36,1778.31,APAC,1659.0500000000002,971.5780000000001,0.2827
TXN-00663,2023-03-21,Software,Product A,4747.45,664.86,APAC,4082.5899999999997,3133.0999999999995,0.66
TXN-00664,2023-08-01,Software,Product B,755.65,636.03,North America,119.62,-31.50999999999999,-0.0417
TXN-00665,2023-07-22,Consulting,Product A,1941.59,1029.06,EMEA,912.53,524.212,0.27
TXN-00666,2023-09-09,Electronics,Product B,2795.92,1881.97,North America,913.95,354.76599999999996,0.1269
TXN-00667,2023-08-17,Electronics,Product B,429.95,105.08,North America,324.87,238.88,0.5556
TXN-00668,2023-06-13,Software,Product A,70.73,710.94,APAC,-640.21,-654.356,-9.2515
TXN-00669,2023-08-15,Electronics,Product C,3368.65,1714.58,APAC,1654.0700000000002,980.3400000000001,0.291
TXN-00670,2023-05-27,Software,Product B,3227.01,798.15,North America,2428.86,1783.458,0.5527
TXN-00671,2023-01-20,Consulting,Product C,2083.4,406.32,North America,1677.0800000000002,1260.4,0.605
TXN-00672,2023-02-16,Software,Product C,2473.74,855.34,APAC,1618.3999999999996,1123.6519999999996,0.4542
TXN-00673,2023-08-21,Software,Product A,2106.44,777.25,APAC,1329.19,907.902,0.431
TXN-00674,2023-11-01,Consulting,Product A,168.82,1831.68,North America,-1662.8600000000001,-1696.624,-10.0499
TXN-00675,2023-01-14,Electronics,Product A,1710.09,1526.25,APAC,183.83999999999992,-158.1780000000001,-0.0925
TXN-00676,2023-05-23,Software,Product B,926.56,1015.18,APAC,-88.62,-273.932,-0.2956
TXN-00677,2023-01-01,Software,Product A,537.2,1976.86,North America,-1439.6599999999999,-1547.1,-2.8799
TXN-00678,2023-02-23,Consulting,Product A,4785.77,935.9,North America,3849.8700000000003,2892.7160000000003,0.6044
TXN-00679,2023-09-16,Electronics,Product B,3016.83,125.89,EMEA,2890.94,2287.574,0.7583
TXN-00680,2023-05-24,Software,Product B,3656.85,531.93,North America,3124.92,2393.55,0.6545
TXN-00681,2023-01-12,Consulting,Product A,1611.05,877.78,APAC,733.27,411.05999999999995,0.2552
TXN-00682,2023-11-26,Software,Product A,1996.08,322.24,North America,1673.84,1274.6239999999998,0.6386
TXN-00683,2023-08-12,Hardware,Product A,1222.77,1895.65,North America,-672.8800000000001,-917.4340000000001,-0.7503
TXN-00684,2023-09-29,Consulting,Product A,529.98,1536.03,North America,-1006.05,-1112.046,-2.0983
TXN-00685,2023-12-24,Electronics,Product C,936.21,543.89,EMEA,392.32000000000005,205.07800000000003,0.2191
TXN-00686,2023-06-05,Electronics,Product C,3997.69,1185.7,EMEA,2811.99,2012.4519999999998,0.5034
TXN-00687,2023-01-08,Electronics,Product A,3403.85,1445.68,APAC,1958.1699999999998,1277.3999999999999,0.3753
TXN-00688,2023-05-02,Electronics,Product C,2757.3,1883.15,EMEA,874.1500000000001,322.69000000000005,0.117
TXN-00689,2023-12-14,Software,Product B,2401.69,1764.45,North America,637.24,156.902,0.0653
TXN-00690,2023-06-13,Software,Product C,4616.05,1035.23,EMEA,3580.82,2657.61,0.5757
TXN-00691,2023-03-31,Electronics,Product C,410.04,1551.56,North America,-1141.52,-1223.528,-2.9839
TXN-00692,2023-05-16,Electronics,Product A,1438.97,1128.67,EMEA,310.29999999999995,22.505999999999915,0.0156
TXN-00693,2023-07-05,Electronics,Product C,1782.19,1109.88,EMEA,672.31,315.8719999999999,0.1772
TXN-00694,2023-11-12,Software,Product C,3923.01,238.34,EMEA,3684.67,2900.068,0.7392
TXN-00695,2023-06-27,Electronics,Product C,4962.95,261.01,North America,4701.94,3709.3499999999995,0.7474
TXN-00696,2023-01-28,Electronics,Product C,1241.32,1063.77,EMEA,177.54999999999995,-70.71400000000006,-0.057
TXN-00697,2023-08-08,Hardware,Product B,4377.82,545.03,North America,3832.79,2957.226,0.6755
TXN-00698,2023-12-23,Hardware,Product A,4161.58,51.86,North America,4109.72,3277.4040000000005,0.7875
TXN-00699,2023-02-10,Electronics,Product A,1162.05,1448.45,APAC,-286.4000000000001,-518.8100000000001,-0.4465
TXN-00700,2023-08-16,Consulting,Product B,0.0,74.65,Unknown,-74.65,-74.65,0.0
TXN-00701,2023-07-11,Electronics,Product C,2077.88,1194.6,APAC,883.2800000000002,467.7040000000002,0.2251
TXN-00702,2023-05-25,Hardware,Product B,4892.19,1083.0,APAC,3809.1899999999996,2830.7519999999995,0.5786
TXN-00703,2023-07-20,Consulting,Product C,945.41,1937.94,North America,-992.5300000000001,-1181.612,-1.2498
TXN-00704,2023-07-31,Consulting,Product B,4005.83,973.58,EMEA,3032.25,2231.084,0.557
TXN-00705,2023-08-08,Electronics,Product A,1704.25,136.57,North America,1567.68,1226.83,0.7199
TXN-00706,2023-08-28,Hardware,Product A,3667.81,1107.86,North America,2559.95,1826.388,0.498
TXN-00707,2023-02-15,Hardware,Product A,2129.05,1683.78,EMEA,445.2700000000002,19.46000000000015,0.0091
TXN-00708,2023-02-04,Consulting,Product C,2912.88,1993.73,North America,919.1500000000001,336.57400000000007,0.1155
TXN-00709,2023-09-10,Electronics,Product C,4171.43,866.38,EMEA,3305.05,2470.764,0.5923
TXN-00710,2023-03-23,Software,Product B,4030.62,647.39,EMEA,3383.23,2577.1059999999998,0.6394
TXN-00711,2023-09-13,Software,Product B,4338.79,1814.24,North America,2524.55,1656.7920000000001,0.3819
TXN-00712,2023-07-16,Hardware,Product A,345.11,390.57,North America,-45.45999999999998,-114.48199999999999,-0.3317
TXN-00713,2023-10-30,Software,Product C,3475.65,1234.7,APAC,2240.95,1545.8199999999997,0.4448
TXN-00714,2023-01-10,Hardware,Product B,742.94,817.37,North America,-74.42999999999995,-223.01799999999997,-0.3002
TXN-00715,2023-11-08,Hardware,Product C,2108.3,91.75,EMEA,2016.5500000000002,1594.89,0.7565
TXN-00716,2023-10-13,Hardware,Product C,2765.51,701.1,APAC,2064.4100000000003,1511.3080000000002,0.5465
TXN-00717,2023-08-30,Software,Product A,2043.56,537.8,EMEA,1505.76,1097.048,0.5368
TXN-00718,2023-09-08,Hardware,Product A,2622.08,1375.32,APAC,1246.76,722.3439999999999,0.2755
TXN-00719,2023-12-31,Consulting,Product C,4982.81,1898.09,North America,3084.7200000000003,2088.1580000000004,0.4191
TXN-00720,2023-01-05,Electronics,Product C,719.33,543.41,North America,175.92000000000007,32.05400000000006,0.0446
TXN-00721,2023-04-29,Electronics,Product C,3393.51,1624.82,North America,1768.6900000000003,1089.9880000000003,0.3212
TXN-00722,2023-10-16,Hardware,Product C,2010.2,120.17,EMEA,1890.03,1487.99,0.7402
TXN-00723,2023-03-06,Electronics,Product A,708.4,1080.86,APAC,-372.4599999999999,-514.1399999999999,-0.7258
TXN-00724,2023-05-26,Software,Product B,835.75,150.39,EMEA,685.36,518.21,0.6201
TXN-00725,2023-08-12,Software,Product A,4748.9,1868.73,APAC,2880.1699999999996,1930.3899999999996,0.4065
TXN-00726,2023-08-27,Electronics,Product B,4404.03,1535.04,North America,2868.99,1988.1839999999997,0.4514
TXN-00727,2023-06-26,Software,Product C,4539.86,1319.32,EMEA,3220.54,2312.568,0.5094
TXN-00728,2023-09-24,Electronics,Product B,4958.09,1649.55,North America,3308.54,2316.922,0.4673
TXN-00729,2023-12-07,Electronics,Product A,1081.16,1298.56,EMEA,-217.39999999999986,-433.6319999999999,-0.4011
TXN-00730,2023-10-09,Electronics,Product A,1809.42,1938.2,North America,-128.77999999999997,-490.664,-0.2712
TXN-00731,2023-03-04,Hardware,Product C,3362.63,1430.78,EMEA,1931.8500000000001,1259.324,0.3745
TXN-00732,2023-08-05,Electronics,Product A,2444.82,1850.07,EMEA,594.7500000000002,105.78600000000017,0.0433
TXN-00733,2023-12-08,Hardware,Product C,2121.03,1039.09,APAC,1081.9400000000003,657.7340000000002,0.3101
TXN-00734,2023-11-11,Electronics,Product A,1821.17,242.96,North America,1578.21,1213.976,0.6666
TXN-00735,2023-10-10,Electronics,Product A,2989.21,1061.07,APAC,1928.14,1330.2980000000002,0.445
TXN-00736,2023-06-26,Electronics,Product C,2899.19,262.48,APAC,2636.71,2056.872,0.7095
TXN-00737,2023-04-08,Software,Product B,849.22,1189.06,North America,-339.8399999999999,-509.68399999999997,-0.6002
TXN-00738,2023-04-15,Hardware,Product A,2385.11,970.16,EMEA,1414.9500000000003,937.9280000000002,0.3932
TXN-00739,2023-04-09,Hardware,Product B,2789.69,1248.93,APAC,1540.76,982.822,0.3523
TXN-00740,2023-11-07,Electronics,Product A,2872.92,29.99,North America,2842.9300000000003,2268.3460000000005,0.7896
TXN-00741,2023-01-06,Electronics,Product A,1090.03,397.73,EMEA,692.3,474.294,0.4351
TXN-00742,2023-07-16,Software,Product A,3724.24,987.75,APAC,2736.49,1991.6419999999998,0.5348
TXN-00743,2023-12-17,Software,Product A,174.74,1901.5,APAC,-1726.76,-1761.708,-10.0819
TXN-00744,2023-05-13,Software,Product B,1806.42,773.38,APAC,1033.04,671.7559999999999,0.3719
TXN-00745,2023-12-24,Hardware,Product B,3912.05,854.5,EMEA,3057.55,2275.1400000000003,0.5816
TXN-00746,2023-09-16,Hardware,Product A,2841.27,1432.25,APAC,1409.02,840.766,0.2959
